RushHour,WRK_ZONE,WKDY,INT_HWY,LGTCON_day,LEVEL,SPD_LIM,SUR_COND_dry,TRAF_WAY_two_way,WEATHER_adverse,MAX_SEV
1,0,1,0,1,1,25,1,1,0,no-injury
0,0,1,0,1,1,30,1,1,0,non-fatal
0,0,0,0,1,1,30,1,1,0,non-fatal
0,0,1,0,1,1,30,1,1,0,no-injury
0,0,1,0,1,1,35,1,1,0,non-fatal
1,0,1,0,1,1,35,1,1,0,no-injury
0,0,1,0,1,1,55,1,1,0,non-fatal
0,0,0,0,1,1,55,1,1,0,no-injury
0,0,1,0,1,1,55,1,1,0,no-injury
1,0,1,0,1,1,30,1,1,0,non-fatal
1,0,1,0,1,1,25,1,1,0,non-fatal
0,0,0,0,1,1,25,1,1,0,non-fatal
0,0,1,0,1,1,30,1,1,0,no-injury
0,0,1,0,1,1,30,1,1,0,no-injury
1,0,1,0,1,1,30,1,1,0,no-injury
1,0,1,0,1,1,35,1,1,0,no-injury
0,0,1,0,1,1,45,1,1,0,non-fatal
0,0,0,0,1,1,45,1,1,0,non-fatal
1,0,1,0,1,1,45,1,1,0,no-injury
1,0,1,0,1,1,55,1,1,0,no-injury
1,0,1,0,1,1,55,1,1,0,no-injury
0,0,1,0,1,1,25,1,1,0,non-fatal
0,0,1,0,1,1,25,1,1,0,non-fatal
0,0,1,0,1,1,25,1,1,0,non-fatal
1,0,1,0,1,1,25,1,1,0,non-fatal
0,0,0,0,1,1,30,1,1,0,no-injury
0,0,1,0,1,1,35,1,1,0,non-fatal
1,0,1,0,1,1,35,1,1,0,non-fatal
1,0,1,0,1,1,35,1,1,0,no-injury
0,0,0,0,1,1,35,1,1,0,no-injury
0,0,1,0,1,1,40,1,1,0,non-fatal
1,0,1,0,1,1,45,1,1,0,no-injury
0,0,1,0,1,1,50,1,1,0,non-fatal
0,0,0,0,1,1,55,1,1,0,non-fatal
0,0,1,0,1,1,55,1,1,0,non-fatal
1,0,1,0,1,1,55,1,1,0,non-fatal
0,0,1,0,1,1,55,1,1,0,no-injury
1,1,1,0,1,1,55,1,1,0,no-injury
0,0,1,0,1,1,65,1,1,0,non-fatal
1,1,1,0,1,0,40,1,0,0,non-fatal
1,0,1,0,1,0,25,1,0,0,non-fatal
0,0,0,0,1,0,45,1,0,0,no-injury
1,0,1,0,1,0,30,1,0,0,no-injury
1,0,0,0,1,0,35,1,0,0,no-injury
1,0,1,0,1,0,60,1,0,0,non-fatal
1,0,1,0,1,0,30,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,no-injury
1,0,0,1,1,0,65,1,0,0,non-fatal
0,0,1,0,1,0,25,1,0,0,no-injury
0,0,1,0,1,0,30,1,0,0,no-injury
1,0,1,0,1,0,35,1,0,0,non-fatal
1,0,1,1,1,0,55,1,0,0,non-fatal
1,0,1,0,1,0,25,1,0,0,non-fatal
1,0,1,0,1,0,35,1,0,0,non-fatal
0,0,1,0,1,0,45,1,0,0,no-injury
0,0,1,0,1,0,45,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,non-fatal
0,0,1,0,1,0,35,1,0,0,no-injury
0,0,1,0,1,0,60,1,0,0,non-fatal
0,0,1,0,1,0,35,1,0,0,non-fatal
1,0,1,0,1,0,35,1,0,0,no-injury
0,0,1,0,1,0,40,1,0,0,non-fatal
0,0,0,0,1,0,40,1,0,0,no-injury
1,0,1,0,1,0,45,1,0,0,non-fatal
1,0,1,0,1,0,35,1,0,0,non-fatal
1,0,0,0,1,0,25,1,0,0,non-fatal
0,0,1,0,1,0,25,1,0,0,no-injury
1,0,1,0,1,0,35,1,0,0,non-fatal
1,0,0,1,1,0,70,1,0,0,non-fatal
0,0,1,0,1,0,35,1,0,0,no-injury
0,0,1,1,1,0,55,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,non-fatal
0,0,1,1,1,0,60,1,0,0,non-fatal
1,0,0,0,1,0,65,1,0,0,non-fatal
0,0,1,1,1,0,55,1,0,0,no-injury
0,0,1,1,1,0,60,1,0,0,non-fatal
1,0,1,1,1,0,60,1,0,0,no-injury
0,0,0,1,1,0,65,1,0,0,non-fatal
0,0,1,1,1,0,65,1,0,0,no-injury
0,0,1,0,1,0,35,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,non-fatal
0,0,1,0,1,0,45,1,0,0,no-injury
1,0,1,0,1,0,35,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,no-injury
1,0,1,1,1,0,55,1,0,0,non-fatal
0,0,1,1,1,0,60,1,0,0,non-fatal
0,0,1,1,1,0,65,1,0,0,no-injury
1,0,1,0,1,0,65,1,0,0,non-fatal
0,0,1,1,1,0,65,1,0,0,non-fatal
0,0,1,0,1,0,60,1,0,0,non-fatal
1,0,1,1,1,0,60,1,0,0,non-fatal
0,0,1,0,1,0,65,1,0,0,non-fatal
0,0,1,0,1,0,35,1,0,0,non-fatal
0,0,0,0,1,0,45,1,0,0,non-fatal
0,0,1,0,1,0,45,1,0,0,no-injury
1,0,1,0,1,0,45,1,0,0,no-injury
1,0,1,0,1,0,55,1,0,0,non-fatal
0,0,1,1,1,0,55,1,0,0,non-fatal
0,0,1,0,1,0,55,1,0,0,no-injury
1,0,0,1,1,0,65,1,0,0,no-injury
0,0,1,0,1,0,35,1,0,0,no-injury
1,0,0,0,1,0,45,1,0,0,no-injury
1,0,1,0,1,0,45,1,0,0,no-injury
0,0,1,0,1,0,55,1,0,0,no-injury
1,0,1,1,1,0,55,1,0,0,no-injury
1,0,1,1,1,0,55,1,0,0,no-injury
1,0,1,1,1,0,55,1,0,0,no-injury
0,0,1,0,1,0,55,1,0,0,no-injury
0,0,1,1,1,0,60,1,0,0,non-fatal
0,0,1,1,1,0,65,1,0,0,non-fatal
0,0,1,0,1,0,45,1,0,0,no-injury
0,0,1,1,1,0,60,1,0,0,non-fatal
0,0,1,1,1,0,60,1,0,0,no-injury
1,0,0,1,1,0,65,1,0,0,non-fatal
1,0,1,1,1,0,70,1,0,0,no-injury
0,0,1,1,1,0,55,1,0,0,no-injury
0,0,1,1,1,0,55,1,0,0,no-injury
0,0,1,1,1,0,70,1,0,0,non-fatal
1,0,1,0,1,0,25,1,0,0,no-injury
0,0,1,0,1,0,35,1,0,0,non-fatal
0,0,1,0,1,0,35,1,0,0,non-fatal
1,0,1,0,1,0,35,1,0,0,non-fatal
1,0,1,0,1,0,35,1,0,0,non-fatal
1,0,1,0,1,0,35,1,0,0,non-fatal
0,0,0,0,1,0,35,1,0,0,non-fatal
0,0,1,0,1,0,35,1,0,0,no-injury
1,0,0,0,1,0,35,1,0,0,no-injury
0,0,1,0,1,0,40,1,0,0,non-fatal
0,0,1,0,1,0,40,1,0,0,non-fatal
0,0,0,0,1,0,40,1,0,0,non-fatal
1,0,0,0,1,0,40,1,0,0,non-fatal
0,0,1,0,1,0,40,1,0,0,no-injury
0,0,0,0,1,0,45,1,0,0,non-fatal
0,0,1,0,1,0,45,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,non-fatal
0,0,1,1,1,0,70,1,0,0,no-injury
1,0,1,0,1,0,35,1,0,0,non-fatal
0,0,1,0,1,0,35,1,0,0,non-fatal
0,0,1,0,1,0,35,1,0,0,no-injury
1,0,1,0,1,0,35,1,0,0,no-injury
0,0,0,0,1,0,35,1,0,0,no-injury
1,0,1,0,1,0,40,1,0,0,no-injury
0,0,1,0,1,0,40,1,0,0,no-injury
0,0,1,0,1,0,40,1,0,0,no-injury
0,0,1,0,1,0,45,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,non-fatal
1,1,1,1,1,0,45,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,non-fatal
0,0,1,0,1,0,45,1,0,0,non-fatal
0,0,1,0,1,0,45,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,no-injury
1,0,1,0,1,0,45,1,0,0,no-injury
0,1,1,1,1,0,45,1,0,0,no-injury
1,0,1,0,1,0,50,1,0,0,no-injury
0,0,1,0,1,0,55,1,0,0,non-fatal
1,0,1,1,1,0,55,1,0,0,non-fatal
1,0,1,1,1,0,55,1,0,0,no-injury
1,0,1,0,1,0,55,1,0,0,no-injury
1,0,1,0,1,0,55,1,0,0,no-injury
1,0,1,0,1,0,55,1,0,0,no-injury
0,0,1,1,1,0,55,1,0,0,no-injury
0,0,1,1,1,0,55,1,0,0,no-injury
0,0,1,1,1,0,55,1,0,0,no-injury
1,0,1,1,1,0,60,1,0,0,non-fatal
0,0,1,1,1,0,65,1,0,0,non-fatal
1,0,1,1,1,0,65,1,0,0,non-fatal
0,0,1,1,1,0,65,1,0,0,no-injury
0,0,1,0,1,0,45,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,no-injury
1,0,1,1,1,0,55,1,0,0,non-fatal
1,0,1,1,1,0,55,1,0,0,non-fatal
0,0,1,1,1,0,60,1,0,0,non-fatal
1,0,1,1,1,0,65,1,0,0,non-fatal
1,0,0,0,1,0,65,1,0,0,non-fatal
1,0,1,1,1,0,65,1,0,0,no-injury
1,0,1,1,1,0,70,1,0,0,non-fatal
1,0,1,1,1,0,70,1,0,0,no-injury
0,0,1,0,1,0,45,1,0,0,non-fatal
1,0,1,0,1,0,45,1,0,0,no-injury
0,0,1,0,1,0,55,1,0,0,no-injury
0,0,0,0,1,0,30,1,0,0,non-fatal
1,0,1,0,1,0,35,1,0,0,non-fatal
1,0,0,0,1,0,35,1,0,0,no-injury
1,0,0,0,1,0,35,1,0,0,no-injury
1,0,1,0,1,0,35,1,0,0,no-injury
0,0,1,0,1,0,35,1,0,0,no-injury
1,0,1,0,1,0,35,1,0,0,no-injury
1,0,0,0,1,0,40,1,0,0,non-fatal
0,0,1,0,1,0,40,1,0,0,non-fatal
1,0,1,0,1,0,40,1,0,0,no-injury
0,0,1,0,1,0,40,1,0,0,no-injury
1,0,1,0,1,0,45,1,0,0,non-fatal
1,0,1,0,1,0,55,1,0,0,non-fatal
1,0,1,0,1,0,55,1,0,0,no-injury
0,0,1,0,1,0,70,1,0,0,non-fatal
1,0,1,0,1,0,20,1,0,0,no-injury
1,0,1,0,1,0,25,1,0,0,no-injury
0,0,1,0,1,0,30,1,0,0,non-fatal
0,0,1,0,1,0,35,1,0,0,no-injury
0,0,1,0,1,0,35,1,0,0,no-injury
0,0,1,0,1,0,35,1,0,0,no-injury
1,0,1,0,1,0,40,1,0,0,no-injury
0,0,1,0,1,0,45,1,0,0,non-fatal
0,1,0,1,1,0,45,1,0,0,no-injury
1,0,1,0,1,0,45,1,0,0,no-injury
0,0,0,0,1,0,45,1,0,0,no-injury
0,0,1,0,1,0,45,1,0,0,no-injury
0,0,1,0,1,0,45,1,0,0,no-injury
1,0,0,0,1,0,45,1,0,0,no-injury
1,0,1,0,1,0,50,1,0,0,no-injury
0,0,1,0,1,0,50,1,0,0,no-injury
0,0,1,0,1,0,55,1,0,0,non-fatal
1,0,1,0,1,0,65,1,0,0,non-fatal
0,0,1,0,1,0,65,1,0,0,non-fatal
1,0,1,1,1,0,70,1,0,0,non-fatal
1,0,1,0,1,0,30,1,0,0,non-fatal
1,0,0,0,1,0,35,1,0,0,non-fatal
1,0,1,0,1,0,50,1,0,0,no-injury
0,0,1,1,1,0,55,1,0,0,no-injury
0,0,0,0,1,0,65,1,0,0,no-injury
0,0,1,0,1,0,65,1,0,0,no-injury
0,0,0,1,1,0,70,1,0,0,no-injury
1,0,1,1,1,0,70,1,0,0,no-injury
0,0,0,1,1,0,75,1,0,0,non-fatal
1,0,1,1,1,0,75,1,0,0,no-injury
0,0,1,1,1,0,75,1,0,0,no-injury
1,0,1,0,1,0,30,1,0,0,no-injury
0,1,1,0,1,0,35,1,0,0,no-injury
0,1,1,0,1,0,40,1,0,0,non-fatal
0,0,1,0,1,0,25,1,1,0,non-fatal
0,0,1,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,30,1,1,0,no-injury
0,1,1,0,1,0,30,1,1,0,no-injury
1,0,1,0,1,0,30,1,1,0,no-injury
0,0,0,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,non-fatal
0,0,1,0,1,0,45,1,1,0,non-fatal
1,0,1,0,1,0,45,1,1,0,non-fatal
0,0,1,0,1,0,45,1,1,0,non-fatal
0,0,0,0,1,0,50,1,1,0,no-injury
1,0,1,0,1,0,30,1,1,0,non-fatal
0,1,1,0,1,0,40,1,1,0,non-fatal
0,0,1,0,1,0,15,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,30,1,1,0,non-fatal
0,0,1,0,1,0,30,1,1,0,non-fatal
1,0,1,0,1,0,30,1,1,0,no-injury
1,0,1,0,1,0,45,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
1,0,1,0,1,0,40,1,1,0,no-injury
1,0,1,0,1,0,45,1,1,0,non-fatal
0,0,0,0,1,0,45,1,1,0,non-fatal
0,0,0,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,55,1,1,0,no-injury
1,0,1,0,1,0,20,1,1,0,no-injury
0,0,1,0,1,0,40,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,no-injury
1,0,1,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,30,1,1,0,non-fatal
1,0,1,0,1,0,30,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,0,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,40,1,1,0,non-fatal
0,0,0,0,1,0,40,1,1,0,non-fatal
0,0,1,0,1,0,40,1,1,0,non-fatal
1,0,0,0,1,0,40,1,1,0,no-injury
0,0,0,0,1,0,45,1,1,0,non-fatal
1,0,1,0,1,0,45,1,1,0,no-injury
1,0,1,0,1,0,45,1,1,0,no-injury
1,0,1,0,1,0,50,1,1,0,non-fatal
0,0,1,0,1,0,55,1,1,0,no-injury
1,1,1,0,1,0,40,1,1,0,non-fatal
0,0,1,0,1,0,40,1,1,0,no-injury
0,0,1,0,1,0,25,1,1,0,no-injury
0,0,0,0,1,0,30,1,1,0,no-injury
1,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,0,0,1,0,40,1,1,0,non-fatal
1,0,0,0,1,0,40,1,1,0,no-injury
0,0,0,0,1,0,40,1,1,0,no-injury
0,0,1,0,1,0,40,1,1,0,no-injury
1,0,1,0,1,0,40,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,non-fatal
1,0,0,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,30,1,1,0,non-fatal
0,0,1,0,1,0,30,1,1,0,no-injury
0,0,1,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,30,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,0,0,1,0,35,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,non-fatal
0,0,0,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
1,0,0,0,1,0,35,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,35,1,1,0,no-injury
1,0,0,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,40,1,1,0,non-fatal
1,0,0,0,1,0,40,1,1,0,non-fatal
0,0,1,0,1,0,40,1,1,0,no-injury
1,0,1,0,1,0,40,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,non-fatal
1,0,1,0,1,0,25,1,1,0,no-injury
0,0,1,0,1,0,30,1,1,0,no-injury
1,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,40,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,non-fatal
0,0,1,0,1,0,45,1,1,0,no-injury
1,0,1,0,1,0,45,1,1,0,no-injury
1,0,1,0,1,0,45,1,1,0,no-injury
1,0,0,0,1,0,50,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,no-injury
0,0,0,0,1,0,45,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,non-fatal
1,0,1,0,1,0,30,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,non-fatal
1,0,0,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,40,1,1,0,non-fatal
1,0,1,0,1,0,40,1,1,0,no-injury
1,0,1,0,1,0,55,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,30,1,1,0,non-fatal
1,0,0,0,1,0,35,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,non-fatal
0,0,0,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,40,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,non-fatal
1,0,0,0,1,0,40,1,1,0,non-fatal
0,0,1,0,1,0,15,1,1,0,non-fatal
1,0,1,0,1,0,15,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,non-fatal
1,0,0,0,1,0,25,1,1,0,non-fatal
0,0,1,0,1,0,25,1,1,0,non-fatal
1,0,0,0,1,0,25,1,1,0,non-fatal
1,0,1,0,1,0,25,1,1,0,non-fatal
1,0,1,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,no-injury
0,0,1,0,1,0,25,1,1,0,no-injury
0,0,1,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,no-injury
0,0,1,0,1,0,30,1,1,0,non-fatal
1,0,0,0,1,0,30,1,1,0,non-fatal
1,0,0,0,1,0,30,1,1,0,non-fatal
0,0,1,0,1,0,30,1,1,0,non-fatal
0,0,0,0,1,0,30,1,1,0,non-fatal
0,0,1,0,1,0,30,1,1,0,no-injury
1,0,0,0,1,0,30,1,1,0,no-injury
0,0,1,0,1,0,30,1,1,0,no-injury
1,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,0,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,40,1,1,0,non-fatal
1,0,0,0,1,0,40,1,1,0,non-fatal
0,0,1,0,1,0,40,1,1,0,non-fatal
0,0,1,0,1,0,40,1,1,0,non-fatal
1,1,1,0,1,0,40,1,1,0,no-injury
0,0,1,0,1,0,40,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,non-fatal
1,0,1,0,1,0,45,1,1,0,non-fatal
1,0,1,0,1,0,45,1,1,0,non-fatal
1,0,1,0,1,0,45,1,1,0,no-injury
0,0,0,0,1,0,45,1,1,0,no-injury
1,0,1,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,50,1,1,0,non-fatal
1,0,1,0,1,0,50,1,1,0,no-injury
1,0,0,0,1,0,55,1,1,0,fatal
1,0,1,0,1,0,55,1,1,0,non-fatal
1,0,0,0,1,0,55,1,1,0,non-fatal
0,0,1,0,1,0,55,1,1,0,no-injury
1,0,1,0,1,0,55,1,1,0,no-injury
0,0,1,0,1,0,55,1,1,0,no-injury
1,0,1,0,1,0,55,1,1,0,no-injury
0,0,1,0,1,0,25,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
1,0,0,0,1,0,20,1,1,0,no-injury
0,0,1,0,1,0,25,1,1,0,non-fatal
1,0,1,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,30,1,1,0,no-injury
1,0,1,0,1,0,30,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,non-fatal
1,0,1,0,1,0,35,1,1,0,non-fatal
0,0,1,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,40,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,non-fatal
0,0,1,0,1,0,45,1,1,0,non-fatal
1,0,0,0,1,0,45,1,1,0,non-fatal
1,0,1,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,no-injury
1,0,1,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,50,1,1,0,no-injury
0,0,1,0,1,0,55,1,1,0,non-fatal
1,0,0,0,1,0,55,1,1,0,non-fatal
1,0,0,0,1,0,55,1,1,0,no-injury
1,0,1,0,1,0,55,1,1,0,no-injury
1,0,1,0,1,0,55,1,1,0,no-injury
0,0,0,0,1,0,55,1,1,0,no-injury
1,0,1,0,1,0,10,1,1,0,non-fatal
0,0,1,0,1,0,15,1,1,0,non-fatal
0,0,1,0,1,0,20,1,1,0,non-fatal
1,0,1,0,1,0,25,1,1,0,non-fatal
0,0,1,0,1,0,25,1,1,0,non-fatal
0,0,1,0,1,0,25,1,1,0,non-fatal
0,0,1,0,1,0,25,1,1,0,non-fatal
1,0,1,0,1,0,25,1,1,0,non-fatal
1,0,1,0,1,0,25,1,1,0,non-fatal
0,0,1,0,1,0,25,1,1,0,non-fatal
0,0,1,0,1,0,25,1,1,0,no-injury
0,0,1,0,1,0,25,1,1,0,no-injury
0,0,0,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,no-injury
1,0,1,0,1,0,25,1,1,0,no-injury
0,0,0,0,1,0,30,1,1,0,non-fatal
0,0,1,0,1,0,30,1,1,0,non-fatal
0,0,0,0,1,0,30,1,1,0,no-injury
1,0,1,0,1,0,30,1,1,0,no-injury
1,0,1,0,1,0,35,1,1,0,non-fatal
1,0,0,0,1,0,35,1,1,0,non-fatal
1,0,0,0,1,0,35,1,1,0,no-injury
1,0,1,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,no-injury
0,0,1,0,1,0,35,1,1,0,no-injury
0,0,0,0,1,0,40,1,1,0,no-injury
0,0,1,1,1,0,45,1,1,0,non-fatal
1,0,1,0,1,0,45,1,1,0,non-fatal
0,0,0,0,1,0,45,1,1,0,non-fatal
0,0,0,0,1,0,45,1,1,0,non-fatal
1,0,1,0,1,0,45,1,1,0,no-injury
1,0,1,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,45,1,1,0,no-injury
0,0,0,0,1,0,45,1,1,0,no-injury
1,0,1,0,1,0,45,1,1,0,no-injury
0,0,1,0,1,0,50,1,1,0,non-fatal
1,0,0,0,1,0,50,1,1,0,no-injury
1,0,1,0,1,0,50,1,1,0,no-injury
0,0,0,0,1,0,55,1,1,0,non-fatal
1,0,1,0,1,0,55,1,1,0,non-fatal
0,0,1,0,1,0,55,1,1,0,no-injury
1,0,0,0,1,0,55,1,1,0,no-injury
1,0,1,0,1,0,55,1,1,0,no-injury
0,0,1,0,1,0,55,1,1,0,no-injury
0,0,0,0,1,0,55,1,1,0,no-injury
0,0,1,0,1,0,55,1,1,0,no-injury
1,0,0,0,1,0,65,1,1,0,non-fatal
0,0,0,0,1,0,65,1,1,0,non-fatal
0,0,0,0,1,0,70,1,1,0,no-injury
0,0,0,0,1,1,39,0,1,0,fatal
0,0,0,0,1,0,55,1,1,0,fatal
0,0,1,1,1,1,58,1,0,0,fatal
1,0,0,0,1,0,54,1,1,0,fatal
0,0,0,1,1,1,55,1,0,0,fatal
1,0,0,0,0,0,51,0,1,0,fatal
0,0,1,0,1,1,70,1,1,1,fatal
0,1,0,1,0,0,75,0,0,1,fatal
0,0,0,0,0,0,41,1,0,0,fatal
0,0,0,0,0,1,39,1,1,0,fatal
0,0,1,0,0,0,26,1,1,0,fatal
0,0,1,0,1,0,39,1,1,0,fatal
0,0,1,0,1,1,61,1,1,0,fatal
1,0,1,0,0,0,72,0,0,0,fatal
0,0,1,1,1,1,58,0,0,0,fatal
0,0,1,0,1,1,62,1,1,0,fatal
0,0,1,0,1,0,30,1,1,0,fatal
0,0,0,0,1,1,35,1,1,0,fatal
1,0,0,1,0,0,29,1,1,1,fatal
0,0,1,0,1,0,60,0,1,0,fatal
0,0,1,1,0,1,63,1,1,0,fatal
0,0,1,0,1,0,34,0,1,0,fatal
1,0,1,0,0,0,33,0,1,0,fatal
0,1,1,0,1,1,65,1,1,0,fatal
0,0,0,0,0,1,36,0,1,1,fatal
1,0,1,0,0,0,51,1,1,0,fatal
0,1,0,0,0,0,43,1,0,0,fatal
0,0,1,0,1,1,60,0,1,0,fatal
0,0,1,1,0,0,75,0,0,0,fatal
0,0,1,0,0,0,30,1,0,1,fatal
